# logged on Tue Aug 18 14:52:59 2026
#
# Rotor commands low-pass filter cut-off frequency
# { fc 0 }
# IMU calibration (0°C average)
# gscale {
#  0                    1  1                    0  2                    0
#  3                    0  4                    1  5                    0
#  6                    0  7                    0  8                    1
# }
# gbias {
#  0                    0  1                    0  2                    0
# }
# gstddev {
#  0                 0.01  1                 0.01  2                 0.01
# }
# ascale {
#  0                    1  1                    0  2                    0
#  3                    0  4                    1  5                    0
#  6                    0  7                    0  8                    1
# }
# abias {
#  0                    0  1                    0  2                    0
# }
# astddev {
#  0                 0.05  1                 0.05  2                 0.05
# }
# mscale {
#  0                    1  1                    0  2                    0
#  3                    0  4                    1  5                    0
#  6                    0  7                    0  8                    1
# }
# mbias {
#  0                    0  1                    0  2                    0
# }
# mstddev {
#  0                 0.05  1                 0.05  2                 0.05
# }
#
# IMU low-pass filter cutoff frequencies
# gfc { x 20  y 20  z 20 }
# afc { x 5  y 5  z 5 }
# mfc { x 0  y 0  z 0 }
#
# sensor rate
# { imu 1000 mag 0 motor 20 battery 1 }
ts imu_rate mag_rate motor_rate bat imu_temp imu_wx imu_wy imu_wz raw_wx raw_wy raw_wz imu_ax imu_ay imu_az raw_ax raw_ay raw_az mag_x mag_y mag_z raw_mx raw_my raw_mz cmd_v0 cmd_v1 cmd_v2 cmd_v3 cmd_v4 cmd_v5 cmd_v6 cmd_v7 meas_v0 thro0 cons0 meas_v1 thro1 cons1 meas_v2 thro2 cons2 meas_v3 thro3 cons3 meas_v4 thro4 cons4 meas_v5 thro5 cons5 meas_v6 thro6 cons6 meas_v7 thro7 cons7 clk0 clk1 clk2 clk3 clk4 clk5 clk6 clk7
1787064779.766846000  191.075 0 7.45961e-09  16  nan  -0.000565928 -0.000512575 -0.000448808  0.0015979 0 -0.0015979  -0.000208247 0.0191487 9.81417  0.00239502 0 9.81958  2.364e-05 -3.4e-07 -3.98e-05  2.364e-05 -3.4e-07 -3.98e-05  - - - - - - - - 0 0 0 0 0 0 0 0 0 0 0 0 nan nan nan nan nan nan nan nan nan nan nan nan 0 0 0 0 0 0 0 0
1787064792.639283000  1015.13 0 20.816  -  nan  0.78614 -0.179314 -0.980384  0.828776 -0.193345 -0.998153  -0.0858106 0.0266566 9.56997  -0.469424 -2.73751 7.99697  - - -  - - -  69.7576 71.3818 65.7658 72.0637 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064792.640304000  1015.13 0 20.816  -  -  - - -  - - -  - - -  - - -  - - -  - - -  69.7618 71.2894 65.9719 72.017 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064792.641139000  1015.13 0 20.816  -  -  - - -  - - -  - - -  - - -  - - -  - - -  69.7618 71.2894 65.9719 72.017 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064792.642119000  1015.13 0 20.816  -  -  - - -  - - -  - - -  - - -  - - -  - - -  69.7618 71.2894 65.9719 72.017 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064792.643127000  1015.79 0 20.816  -  nan  0.792327 -0.172616 -0.973865  0.841559 -0.11931 -0.921986  -0.0281196 -0.0357251 9.66891  1.80824 -2.0214 12.8181  - - -  - - -  69.8457 71.1601 66.2013 72.0431 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064792.644387000  1013.14 0 20.816  -  nan  0.797823 -0.166665 -0.968074  0.841559 -0.11931 -0.921986  0.0278141 -0.0962067 9.76483  1.80824 -2.0214 12.8181  - - -  - - -  69.8597 70.9811 66.3383 72.146 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064792.645140000  1013.14 0 20.816  -  nan  0.803657 -0.164114 -0.961858  0.850081 -0.143811 -0.912399  0.0879531 -0.0172625 9.66889  2.00224 2.49561 6.61504  - - -  - - -  69.4885 71.102 66.116 72.5017 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064792.646198000  1012.72 0 20.816  -  nan  0.810266 -0.158458 -0.960023  0.862864 -0.113451 -0.945422  0.0616383 0.0814539 9.68085  -0.775986 3.2237 10.0615  - - -  - - -  69.8148 70.446 65.9118 72.9912 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064792.647121000  1012.72 0 20.816  -  nan  0.816138 -0.153433 -0.958393  0.862864 -0.113451 -0.945422  0.0361251 0.177164 9.69244  -0.775986 3.2237 10.0615  - - -  - - -  69.8148 70.446 65.9118 72.9912 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064792.648159000  1012.74 0 20.816  -  nan  0.821354 -0.14897 -0.956945  0.862864 -0.113451 -0.945422  0.011389 0.269958 9.70368  -0.775986 3.2237 10.0615  - - -  - - -  69.8148 70.446 65.9118 72.9912 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064792.649105000  1012.64 0 20.816  -  nan  0.825988 -0.145005 -0.955659  0.862864 -0.113451 -0.945422  -0.0125937 0.359926 9.71458  -0.775986 3.2237 10.0615  - - -  - - -  69.8148 70.446 65.9118 72.9912 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064792.650091000  1012.42 0 20.816  -  nan  0.826954 -0.145407 -0.960046  0.834635 -0.148604 -0.994957  -0.0872027 0.343638 9.7579  -2.46208 -0.174836 11.1368  - - -  - - -  69.8148 70.446 65.9118 72.9912 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064792.651088000  1012.32 0 20.816  -  nan  0.827811 -0.145764 -0.963943  0.834635 -0.148604 -0.994957  -0.159539 0.327845 9.7999  -2.46208 -0.174836 11.1368  - - -  - - -  69.8148 70.446 65.9118 72.9912 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064792.652112000  1012.29 0 20.816  -  nan  0.829643 -0.149946 -0.971092  0.844222 -0.183225 -1.02798  -0.20859 0.251694 9.71355  -1.76992 -2.17228 6.96472  - - -  - - -  69.8148 70.446 65.9118 72.9912 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064792.653554000  1013.92 0 20.816  -  nan  0.831271 -0.153661 -0.977443  0.844222 -0.183225 -1.02798  -0.256146 0.177862 9.62982  -1.76992 -2.17228 6.96472  - - -  - - -  70.4451 69.8273 65.7034 73.5414 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064792.654087000  1013.92 0 20.816  -  -  - - -  - - -  - - -  - - -  - - -  - - -  69.8496 70.5002 65.0896 73.9154 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064792.656658000  1008.07 0 20.816  -  nan  0.839166 -0.15776 -0.982482  0.868723 -0.173105 -1.00135  -0.207016 0.00253708 9.63503  0.56283 -2.74469 9.71659  - - -  - - -  69.8496 70.5002 65.0896 73.9154 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064792.657099000  1008.07 0 20.816  -  nan  0.840384 -0.157749 -0.976086  0.850081 -0.157659 -0.925182  -0.124332 -0.0399971 9.72169  2.50759 -1.3939 12.4804  - - -  - - -  - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064792.658102000  1013.29 0 20.816  -  nan  0.840932 -0.159701 -0.967311  0.845287 -0.175236 -0.897485  -0.0547437 0.0193623 9.65151  2.16031 1.90883 7.41738  - - -  - - -  70.3554 69.3063 66.215 73.7544 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064792.659093000  1013 0 20.816  -  nan  0.841418 -0.161435 -0.959516  0.845287 -0.175236 -0.897485  0.0127246 0.0769137 9.58346  2.16031 1.90883 7.41738  - - -  - - -  70.4031 69.0212 66.4613 73.8431 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064792.660465000  1015.6 0 20.816  -  nan  0.842385 -0.163392 -0.951937  0.850081 -0.178964 -0.891626  0.0461128 0.159558 9.522  1.10889 2.7902 7.56587  - - -  - - -  70.4031 69.0212 66.4613 73.8431 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064792.661084000  1015.6 0 20.816  -  -  - - -  - - -  - - -  - - -  - - -  - - -  70.2002 69.0928 66.362 74.177 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064792.662084000  1012.42 0 20.816  -  nan  0.841223 -0.165606 -0.952221  0.831972 -0.183225 -0.954477  -0.0202172 0.210869 9.59855  -2.13157 1.84417 12.035  - - -  - - -  70.0728 69.2127 66.2825 74.3053 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064792.663081000  1012.39 0 20.816  -  nan  0.84019 -0.167573 -0.952473  0.831972 -0.183225 -0.954477  -0.0845269 0.260618 9.67276  -2.13157 1.84417 12.035  - - -  - - -  70.0728 69.2127 66.2825 74.3053 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064792.664105000  1012.35 0 20.816  -  nan  0.836597 -0.171877 -0.959832  0.808003 -0.206129 -1.01839  -0.168179 0.258005 9.72056  -2.83091 0.174836 11.2422  - - -  - - -  69.9699 69.3366 66.251 74.4489 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064792.665138000  1012.07 0 20.816  -  nan  0.833405 -0.175701 -0.966369  0.808003 -0.206129 -1.01839  -0.249283 0.255472 9.76691  -2.83091 0.174836 11.2422  - - -  - - -  69.6688 69.3364 66.2159 74.703 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064792.666102000  1011.79 0 20.816  -  nan  0.830985 -0.181952 -0.977231  0.811732 -0.231695 -1.06367  -0.306835 0.194291 9.71315  -2.13875 -1.75315 8.00176  - - -  - - -  69.6879 69.2579 66.3781 74.6581 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064792.667097000  1011.93 0 20.816  -  nan  0.828836 -0.187505 -0.98688  0.811732 -0.231695 -1.06367  -0.362633 0.134974 9.66102  -2.13875 -1.75315 8.00176  - - -  - - -  69.7493 69.1354 66.697 74.473 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064792.668096000  1011.85 0 20.816  -  nan  0.827224 -0.192379 -0.992301  0.814395 -0.231162 -1.03544  -0.344293 0.0431037 9.65184  0.239502 -2.88121 9.35974  - - -  - - -  69.7809 69.0792 66.9775 74.2799 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064792.669091000  1011.84 0 20.816  -  nan  0.825791 -0.196708 -0.997116  0.814395 -0.231162 -1.03544  -0.326511 -0.045968 9.64294  0.239502 -2.88121 9.35974  - - -  - - -  69.8234 68.9557 67.3679 74.0528 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064792.672937000  1009.94 0 20.816  -  nan  0.822042 -0.203298 -0.974092  0.808003 -0.227967 -0.887898  -0.154337 -0.0636127 9.73802  2.54351 -0.340093 11.2279  - - -  - - -  69.8589 68.6595 68.3148 73.6091 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064792.673114000  1009.94 0 20.816  -  -  - - -  - - -  - - -  - - -  - - -  - - -  - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064792.674419000  1010.37 0 20.816  -  nan  0.818036 -0.205576 -0.964113  0.786165 -0.223706 -0.884702  -0.118341 0.00317743 9.70965  1.02746 2.12917 8.80649  - - -  - - -  69.8712 68.6544 68.3666 73.6118 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064792.675101000  1010.27 0 20.816  -  nan  0.814478 -0.2076 -0.955248  0.786165 -0.223706 -0.884702  -0.0834409 0.0679332 9.68214  1.02746 2.12917 8.80649  - - -  - - -  67.5018 73.2701 65.2699 74.2044 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064792.680264000  1002.01 0 20.816  -  nan  0.81001 -0.209814 -0.954865  0.774447 -0.227434 -0.951814  -0.128171 0.124005 9.7034  -1.55197 1.90883 10.38  - - -  - - -  69.0372 69.2567 68.1712 74.1791 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064792.681004000  1002.01 0 20.816  -  nan  0.795696 -0.224197 -0.968772  0.781904 -0.258327 -1.02425  -0.390529 0.294706 9.82794  -2.52435 0.490979 10.8399  - - -  - - -  69.0372 69.2567 68.1712 74.1791 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064792.681072000  1002.01 0 20.816  -  -  - - -  - - -  - - -  - - -  - - -  - - -  - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064792.682073000  1002.01 0 20.816  -  nan  0.79481 -0.227294 -0.966998  0.787763 -0.251935 -0.952879  -0.34194 0.22737 9.83761  1.20469 -1.91602 10.1453  - - -  - - -  68.9913 69.3614 68.2939 74.2402 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064792.683129000  1002.01 0 20.816  -  nan  0.794023 -0.230045 -0.965422  0.787763 -0.251935 -0.952879  -0.294831 0.162084 9.84698  1.20469 -1.91602 10.1453  - - -  - - -  68.7699 69.5925 68.9005 73.6739 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064792.684092000  1002.01 0 20.816  -  nan  0.793325 -0.232488 -0.964022  0.787763 -0.251935 -0.952879  -0.249157 0.0987872 9.85606  1.20469 -1.91602 10.1453  - - -  - - -  68.7802 69.5916 68.9475 73.6706 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064792.686639000  1007.43 0 20.816  -  nan  0.795521 -0.238384 -0.946964  0.803742 -0.260457 -0.883104  -0.0855034 0.0986081 9.87155  2.47885 0.0958008 10.1142  - - -  - - -  68.7802 69.5916 68.9475 73.6706 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064792.687088000  1007.43 0 20.816  -  nan  0.792752 -0.239719 -0.935256  0.770719 -0.250337 -0.842092  -0.03198 0.134706 9.87595  1.67172 1.28373 10.016  - - -  - - -  - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064792.688082000  1012.87 0 20.816  -  nan  0.786189 -0.239239 -0.927888  0.733967 -0.235423 -0.869256  -0.0284527 0.193996 9.88007  0.0838257 2.08127 10.0112  - - -  - - -  68.1085 69.6753 69.3128 73.9133 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064792.689290000  1012.87 0 20.816  -  -  - - -  - - -  - - -  - - -  - - -  - - -  68.1085 69.6753 69.3128 73.9133 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064792.690079000  1014.26 0 20.816  -  nan  0.78036 -0.238813 -0.921343  0.733967 -0.235423 -0.869256  -0.0250328 0.251481 9.88406  0.0838257 2.08127 10.0112  - - -  - - -  67.7006 70.0269 69.1501 74.1938 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064792.691106000  1011.91 0 20.816  -  nan  0.773991 -0.238554 -0.922961  0.723315 -0.236489 -0.935835  -0.0592133 0.303567 9.87859  -1.14721 1.96152 9.70462  - - -  - - -  67.6064 70.2681 69.0528 74.1733 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064792.692095000  1011.75 0 20.816  -  nan  0.768334 -0.238323 -0.924398  0.723315 -0.236489 -0.935835  -0.0923528 0.354067 9.8733  -1.14721 1.96152 9.70462  - - -  - - -  67.6209 70.2646 69.0895 74.1702 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064792.693116000  1011.65 0 20.816  -  nan  0.7642 -0.23907 -0.932275  0.731304 -0.245011 -0.994957  -0.153152 0.325045 9.87735  -2.08846 -0.598755 10.0064  - - -  - - -  67.6209 70.2646 69.0895 74.1702 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064792.694088000  1011.47 0 20.816  -  nan  0.760528 -0.239733 -0.939272  0.731304 -0.245011 -0.994957  -0.2121 0.296907 9.88128  -2.08846 -0.598755 10.0064  - - -  - - -  67.0402 71.5966 68.4121 74.0283 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064792.695086000  1011.46 0 20.816  -  nan  0.751438 -0.238895 -0.945667  0.679106 -0.232228 -0.996555  -0.232996 0.21112 9.908  -0.898132 -2.51956 10.7584  - - -  - - -  67.0402 71.5966 68.4121 74.0283 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064792.696101000  1011.46 0 20.816  -  nan  0.743363 -0.238151 -0.951348  0.679106 -0.232228 -0.996555  -0.253255 0.127946 9.9339  -0.898132 -2.51956 10.7584  - - -  - - -  67.5533 70.6346 69.2834 73.7556 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064792.697318000  1011.28 0 20.816  -  nan  0.736963 -0.236241 -0.951697  0.68603 -0.221042 -0.954477  -0.218185 0.069774 9.92677  0.898132 -1.78189 9.69983  - - -  - - -  67.7815 70.61 69.5946 73.3152 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064792.698229000  1010.88 0 17.2382  -  nan  0.731277 -0.234544 -0.952008  0.68603 -0.221042 -0.954477  -0.184183 0.013374 9.91986  0.898132 -1.78189 9.69983  - - -  - - -  67.7815 70.61 69.5946 73.3152 - - - - 68.2221 35.4839 3.581 70.4424 46.9208 5.872 69.0131 54.8387 16.655 73.2601 31.8671 0.234 - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064792.700157000  1005.44 0 17.2382  -  nan  0.730721 -0.23181 -0.940626  0.728641 -0.221575 -0.898018  -0.0308926 -0.0105605 9.86801  2.37107 -0.385598 9.05557  - - -  - - -  67.7815 70.61 69.5946 73.3152 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064792.700270000  1005.44 0 17.2382  -  -  - - -  - - -  - - -  - - -  - - -  - - -  - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064792.701086000  1005.44 0 17.2382  -  nan  0.725197 -0.229419 -0.932956  0.681237 -0.21039 -0.871919  0.0211134 0.029446 9.90097  1.67651 1.30289 10.95  - - -  - - -  68.0266 70.8733 69.8406 72.7787 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064792.702426000  1011.85 0 17.2382  -  nan  0.715057 -0.226284 -0.926558  0.634365 -0.201335 -0.875647  0.00930894 0.0893164 9.93409  -0.366438 1.99505 10.9883  - - -  - - -  68.0266 70.8733 69.8406 72.7787 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064792.703096000  1011.75 0 17.2382  -  nan  0.706049 -0.223499 -0.920875  0.634365 -0.201335 -0.875647  -0.00213594 0.147363 9.9662  -0.366438 1.99505 10.9883  - - -  - - -  67.9465 71.3582 69.417 72.863 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064792.704073000  1011.74 0 17.2382  -  nan  0.703101 -0.221797 -0.923496  0.679639 -0.208259 -0.944357  -0.0484671 0.181976 9.92249  -1.52323 1.28373 8.53106  - - -  - - -  67.9554 71.3534 69.4378 72.8632 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064792.707283000  1012.35 0 17.2382  -  nan  0.696088 -0.217751 -0.929732  0.679639 -0.208259 -0.944357  -0.179164 0.279616 9.79917  -1.52323 1.28373 8.53106  - - -  - - -  67.8306 71.8172 69.1637 72.803 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064792.709590000  1008.86 0 17.2382  -  nan  0.693988 -0.217593 -0.939058  0.691889 -0.224771 -1.00028  -0.280002 0.287985 9.75812  -2.18665 -0.419128 9.68067  - - -  - - -  67.8306 71.8172 69.1637 72.803 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064792.710258000  1008.86 0 17.2382  -  -  - - -  - - -  - - -  - - -  - - -  - - -  67.8306 71.8172 69.1637 72.803 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064792.711079000  1015.03 0 17.2382  -  nan  0.690126 -0.216729 -0.943752  0.659399 -0.209857 -0.981109  -0.269139 0.199625 9.80624  0.0766406 -2.61297 11.338  - - -  - - -  68.1025 72.0369 69.3504 72.4097 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064792.712140000  1012.61 0 17.2382  -  nan  0.693712 -0.215011 -0.94156  0.722249 -0.201335 -0.924117  -0.198861 0.18304 9.75033  2.03816 -0.344883 7.97063  - - -  - - -  68.1025 72.0369 69.3504 72.4097 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064792.713101000  1012.46 0 17.2382  -  nan  0.696898 -0.213484 -0.939613  0.722249 -0.201335 -0.924117  -0.130723 0.16696 9.69612  2.03816 -0.344883 7.97063  - - -  - - -  68.3579 72.0106 69.6457 72.0119 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064792.714272000  1012.22 0 17.2382  -  nan  0.699728 -0.212128 -0.937883  0.722249 -0.201335 -0.924117  -0.0646613 0.15137 9.64356  2.03816 -0.344883 7.97063  - - -  - - -  68.3638 72.014 69.6959 72.0038 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064792.715119000  1012.22 0 17.2382  -  nan  0.696534 -0.209674 -0.932422  0.671117 -0.19015 -0.888963  -0.0155661 0.188341 9.68503  1.54718 1.36516 11.0051  - - -  - - -  68.3682 72.1126 69.6339 72.0321 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064792.717963000  1011.6 0 17.2382  -  nan  0.670104 -0.203855 -0.917745  0.616788 -0.193878 -0.903344  0.00925171 0.355923 9.85326  -1.23823 2.15791 10.2315  - - -  - - -  68.3682 72.1126 69.6339 72.0321 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064792.718067000  1011.6 0 17.2382  -  -  - - -  - - -  - - -  - - -  - - -  - - -  - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064792.719326000  1011.9 0 17.2382  -  nan  0.664152 -0.202742 -0.916138  0.616788 -0.193878 -0.903344  -0.0287452 0.41081 9.86479  -1.23823 2.15791 10.2315  - - -  - - -  68.5218 71.9294 69.6525 72.2773 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064792.720134000  1011.88 0 17.2382  -  nan  0.664156 -0.202168 -0.920061  0.664192 -0.197607 -0.951281  -0.0926492 0.416681 9.79899  -2.12678 0.603545 7.70478  - - -  - - -  68.5218 71.9294 69.6525 72.2773 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064792.721135000  1011.53 0 17.2382  -  nan  0.66416 -0.201659 -0.923546  0.664192 -0.197607 -0.951281  -0.154607 0.422372 9.73521  -2.12678 0.603545 7.70478  - - -  - - -  68.4569 72.6509 69.3729 71.9534 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064792.722109000  1011.38 0 17.2382  -  nan  0.66018 -0.20198 -0.930032  0.628506 -0.204531 -0.981641  -0.194324 0.353628 9.7709  -1.45857 -1.83458 10.9069  - - -  - - -  68.4373 73.028 69.2555 71.7168 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064792.723108000  1011.45 0 17.2382  -  nan  0.653077 -0.201135 -0.936209  0.596548 -0.194411 -0.98537  -0.185998 0.27173 9.85292  0.0790356 -2.33514 12.4637  - - -  - - -  68.5116 72.998 69.3489 71.6427 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064792.724122000  1011.08 0 17.2382  -  nan  0.646766 -0.200384 -0.941697  0.596548 -0.194411 -0.98537  -0.177925 0.192327 9.93244  0.0790356 -2.33514 12.4637  - - -  - - -  68.5901 72.9539 69.4551 71.5734 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064792.725116000  1011.14 0 17.2382  -  nan  0.64116 -0.199717 -0.946573  0.596548 -0.194411 -0.98537  -0.170098 0.115343 10.0095  0.0790356 -2.33514 12.4637  - - -  - - -  68.6135 73.1298 69.4607 71.4118 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064792.726108000  1011.09 0 17.2382  -  nan  0.644088 -0.19853 -0.94692  0.667388 -0.189084 -0.949683  -0.101524 0.0800965 9.96224  2.08127 -1.04183 8.45681  - - -  - - -  68.8184 72.9903 69.7228 71.1345 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064792.727094000  1010.95 0 17.2382  -  nan  0.646689 -0.197476 -0.947228  0.667388 -0.189084 -0.949683  -0.035038 0.0459236 9.91639  2.08127 -1.04183 8.45681  - - -  - - -  69.0323 73.0252 69.9203 70.7076 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064792.728127000  1010.89 0 17.2382  -  nan  0.649951 -0.194755 -0.942329  0.67591 -0.173105 -0.903344  0.0329972 0.072027 9.86609  2.19863 0.902922 8.26521  - - -  - - -  69.0384 73.0247 69.9589 70.699 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064792.731288000  1009.98 0 17.2382  -  nan  0.644124 -0.187835 -0.928094  0.611462 -0.170975 -0.891094  0.146615 0.205289 9.99103  0.893342 1.89686 12.7128  - - -  - - -  69.1901 72.8688 69.9253 70.874 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064792.732088000  1010.17 0 17.2382  -  nan  0.642024 -0.186726 -0.924677  0.62531 -0.177899 -0.897485  0.0984527 0.260533 10.0291  -1.43462 2.019 11.2422  - - -  - - -  69.207 72.861 69.9724 70.8708 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064792.733085000  1010.35 0 17.2382  -  nan  0.640158 -0.18574 -0.921641  0.62531 -0.177899 -0.897485  0.0517569 0.314094 10.0661  -1.43462 2.019 11.2422  - - -  - - -  69.2179 72.8559 70.0029 70.8687 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
