# logged on Tue Aug 18 14:52:59 2026
#
# Rotor commands low-pass filter cut-off frequency
# { fc 0 }
# IMU calibration (0°C average)
# gscale {
#  0                    1  1                    0  2                    0
#  3                    0  4                    1  5                    0
#  6                    0  7                    0  8                    1
# }
# gbias {
#  0                    0  1                    0  2                    0
# }
# gstddev {
#  0                 0.01  1                 0.01  2                 0.01
# }
# ascale {
#  0                    1  1                    0  2                    0
#  3                    0  4                    1  5                    0
#  6                    0  7                    0  8                    1
# }
# abias {
#  0                    0  1                    0  2                    0
# }
# astddev {
#  0                 0.05  1                 0.05  2                 0.05
# }
# mscale {
#  0                    1  1                    0  2                    0
#  3                    0  4                    1  5                    0
#  6                    0  7                    0  8                    1
# }
# mbias {
#  0                    0  1                    0  2                    0
# }
# mstddev {
#  0                 0.05  1                 0.05  2                 0.05
# }
#
# IMU low-pass filter cutoff frequencies
# gfc { x 20  y 20  z 20 }
# afc { x 5  y 5  z 5 }
# mfc { x 0  y 0  z 0 }
#
# sensor rate
# { imu 1000 mag 0 motor 20 battery 1 }
ts imu_rate mag_rate motor_rate bat imu_temp imu_wx imu_wy imu_wz raw_wx raw_wy raw_wz imu_ax imu_ay imu_az raw_ax raw_ay raw_az mag_x mag_y mag_z raw_mx raw_my raw_mz cmd_v0 cmd_v1 cmd_v2 cmd_v3 cmd_v4 cmd_v5 cmd_v6 cmd_v7 meas_v0 thro0 cons0 meas_v1 thro1 cons1 meas_v2 thro2 cons2 meas_v3 thro3 cons3 meas_v4 thro4 cons4 meas_v5 thro5 cons5 meas_v6 thro6 cons6 meas_v7 thro7 cons7 clk0 clk1 clk2 clk3 clk4 clk5 clk6 clk7
1787064779.766846000  191.075 0 7.45961e-09  16  nan  -0.000565928 -0.000512575 -0.000448808  0.0015979 0 -0.0015979  -0.000208247 0.0191487 9.81417  0.00239502 0 9.81958  2.364e-05 -3.4e-07 -3.98e-05  2.364e-05 -3.4e-07 -3.98e-05  - - - - - - - - 0 0 0 0 0 0 0 0 0 0 0 0 nan nan nan nan nan nan nan nan nan nan nan nan 0 0 0 0 0 0 0 0

1787064792.539089000  1020.04 0 20.7945  -  -  - - -  - - -  - - -  - - -  - - -  - - -  68.7254 70.1906 70.2782 68.1431 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064792.540805000  1020.87 0 20.7945  -  nan  0.75131 -0.427214 -1.1784  0.703607 -0.52411 -1.15155  0.00545443 0.0486498 9.74994  -1.03225 -0.0239502 11.0961  - - -  - - -  68.4347 69.951 70.8999 68.0262 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064792.541082000  1020.59 0 20.7945  -  nan  0.745985 -0.438031 -1.17541  0.703607 -0.52411 -1.15155  -0.0261531 0.0464385 9.79094  -1.03225 -0.0239502 11.0961  - - -  - - -  - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064792.542097000  1020.59 0 20.7945  -  nan  0.739768 -0.444608 -1.16067  0.690291 -0.496946 -1.04343  -0.0462932 0.00504746 9.76876  -0.687371 -1.31247 9.06275  - - -  - - -  68.4863 70.0215 70.947 67.9335 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064792.543100000  1020.59 0 20.7945  -  -  - - -  - - -  - - -  - - -  - - -  - - -  68.4863 70.0215 70.947 67.9335 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064792.544107000  1020.59 0 20.7945  -  -  - - -  - - -  - - -  - - -  - - -  - - -  68.4863 70.0215 70.947 67.9335 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064792.545086000  1013.63 0 20.7945  -  nan  0.729338 -0.455641 -1.13596  0.690291 -0.496946 -1.04343  -0.0847516 -0.0739909 9.72641  -0.687371 -1.31247 9.06275  - - -  - - -  67.1734 70.512 71.5194 68.1379 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064792.546095000  1013.63 0 20.7945  -  nan  0.729736 -0.460787 -1.12806  0.732902 -0.50174 -1.06526  -0.0387649 -0.090923 9.71342  1.42504 -0.62989 9.29986  - - -  - - -  67.2008 70.5599 71.5581 68.0718 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064792.547093000  1013.63 0 20.7945  -  nan  0.725273 -0.465894 -1.1339  0.689759 -0.506533 -1.18031  -0.00234935 -0.0643719 9.75356  1.15679 0.780776 11.0315  - - -  - - -  67.2223 70.5977 71.5889 68.0196 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064792.548934000  1020.63 0 20.7945  -  nan  0.721843 -0.464901 -1.14853  0.694552 -0.456998 -1.265  -0.0148981 -0.0119298 9.70779  -0.414338 1.65735 8.25084  - - -  - - -  66.5977 71.2174 71.5074 68.1303 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064792.549086000  1018.83 0 20.7945  -  nan  0.718797 -0.464019 -1.16153  0.694552 -0.456998 -1.265  -0.0270647 0.0389149 9.66342  -0.414338 1.65735 8.25084  - - -  - - -  - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064792.550108000  1018.83 0 20.7945  -  -  - - -  - - -  - - -  - - -  - - -  - - -  66.2522 71.493 71.7456 68.0172 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064792.551111000  1019.41 0 20.7945  -  nan  0.721442 -0.464305 -1.17077  0.742489 -0.466586 -1.24423  -0.0738037 0.0726727 9.64227  -1.56155 1.14721 8.96935  - - -  - - -  66.5065 71.404 71.9795 67.6726 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064792.552107000  1019.48 0 20.7945  -  nan  0.720818 -0.46789 -1.16844  0.715858 -0.496413 -1.14995  -0.114742 0.0493036 9.69217  -1.41785 -0.694556 11.2805  - - -  - - -  66.7846 71.3003 72.2252 67.3054 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064792.553093000  1019.43 0 20.7945  -  nan  0.720264 -0.471074 -1.16638  0.715858 -0.496413 -1.14995  -0.154434 0.0266464 9.74055  -1.41785 -0.694556 11.2805  - - -  - - -  66.8037 71.3375 72.2609 67.2559 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064792.554090000  1019.16 0 20.806  -  nan  0.71561 -0.474854 -1.15051  0.678573 -0.504935 -1.02425  -0.189633 -0.00217801 9.78987  -1.31008 -0.919687 11.3596  - - -  - - -  67.0019 71.1771 72.4872 67.048 - - - - 66.3218 50.7331 14.742 71.5001 56.696 9.535 71.9321 31.6716 8.468 67.6407 25.1222 60.897 - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064792.555095000  1019.18 0 20.806  -  nan  0.711476 -0.478212 -1.13642  0.678573 -0.504935 -1.02425  -0.223761 -0.0301245 9.83768  -1.31008 -0.919687 11.3596  - - -  - - -  66.6438 70.9444 72.7083 67.3762 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064792.558577000  1020.75 0 20.806  -  nan  0.710003 -0.476201 -1.11361  0.698281 -0.460194 -0.932106  -0.223146 -0.0749465 9.81276  -0.203577 -1.50168 9.01964  - - -  - - -  66.6229 70.9519 72.8224 67.3034 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064792.559101000  1020.75 0 20.806  -  -  - - -  - - -  - - -  - - -  - - -  - - -  66.6229 70.9519 72.8224 67.3034 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064792.560340000  1016.68 0 20.806  -  nan  0.704353 -0.474652 -1.10453  0.659399 -0.462325 -1.03224  -0.171339 -0.0587303 9.85572  1.47773 0.457449 11.2231  - - -  - - -  66.0095 71.7005 72.7262 67.3727 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064792.561093000  1016.39 0 20.806  -  nan  0.699335 -0.473276 -1.09646  0.659399 -0.462325 -1.03224  -0.12111 -0.043008 9.89737  1.47773 0.457449 11.2231  - - -  - - -  65.6188 72.1602 72.4024 67.6618 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064792.565380000  1008.44 0 20.806  -  nan  0.690001 -0.470031 -1.10207  0.615723 -0.444215 -1.14676  -0.118151 0.000394144 9.93622  -0.0239502 1.38193 11.1728  - - -  - - -  65.3911 72.6062 72.1729 67.6999 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064792.567153000  1008.44 0 20.806  -  nan  0.67309 -0.460709 -1.12131  0.663127 -0.429834 -1.19949  -0.140806 0.12188 9.95206  -1.04183 1.35079 8.09517  - - -  - - -  65.3228 72.9294 72.1599 67.547 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064792.567212000  1008.44 0 20.806  -  -  - - -  - - -  - - -  - - -  - - -  - - -  - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064792.568100000  1008.44 0 20.806  -  nan  0.671443 -0.457441 -1.12065  0.658333 -0.431432 -1.11533  -0.179339 0.0870181 9.96393  -1.40588 -1.02267 10.3417  - - -  - - -  65.3228 72.9294 72.1599 67.547 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064792.569812000  1008.44 0 20.806  -  nan  0.664925 -0.451148 -1.10685  0.61306 -0.401072 -0.997088  -0.187299 0.0323543 10.0153  -0.440684 -1.70765 11.6494  - - -  - - -  65.8368 72.9129 72.4809 66.665 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064792.570077000  1016.21 0 20.806  -  nan  0.659135 -0.445558 -1.0946  0.61306 -0.401072 -0.997088  -0.195017 -0.0206445 10.065  -0.440684 -1.70765 11.6494  - - -  - - -  - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064792.572163000  1016.21 0 20.806  -  -  - - -  - - -  - - -  - - -  - - -  - - -  65.8473 72.9797 72.5539 66.5611 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064792.573091000  1018.82 0 20.806  -  nan  0.662257 -0.4397 -1.08276  0.687096 -0.393083 -0.988565  -0.142389 -0.0277484 9.99745  1.53281 -0.253872 7.84608  - - -  - - -  65.8473 72.9797 72.5539 66.5611 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064792.574074000  1014.81 0 20.806  -  nan  0.662473 -0.430512 -1.08212  0.664192 -0.357396 -1.07698  -0.111061 0.00526769 9.99926  0.886157 1.0562 10.0567  - - -  - - -  65.7708 73.8125 71.916 66.4417 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064792.575100000  1013.6 0 20.806  -  nan  0.662665 -0.42235 -1.08154  0.664192 -0.357396 -1.07698  -0.0806864 0.0372782 10.001  0.886157 1.0562 10.0567  - - -  - - -  65.3455 73.6607 71.9566 66.8708 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064792.576095000  1013.6 0 20.806  -  -  - - -  - - -  - - -  - - -  - - -  - - -  64.9501 74.2065 71.4782 67.2122 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064792.577087000  1014.08 0 20.806  -  nan  0.661527 -0.416882 -1.09126  0.652474 -0.373375 -1.1686  -0.0962474 0.0897609 10.0287  -0.59157 1.76034 10.9117  - - -  - - -  65.6747 73.7101 71.5376 67.0208 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064792.578100000  1013.83 0 20.806  -  nan  0.668841 -0.413809 -1.10239  0.727043 -0.389354 -1.19097  -0.142411 0.106432 9.98043  -1.61185 0.637075 8.44244  - - -  - - -  65.8653 73.7282 71.4241 66.9646 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064792.579109000  1013.69 0 20.806  -  nan  0.675338 -0.411079 -1.11228  0.727043 -0.389354 -1.19097  -0.187169 0.122594 9.93358  -1.61185 0.637075 8.44244  - - -  - - -  65.8653 73.7282 71.4241 66.9646 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064792.580123000  1013.09 0 20.806  -  nan  0.683013 -0.4036 -1.11429  0.744087 -0.34408 -1.13025  -0.225457 0.0862518 9.89414  -1.4442 -1.07057 8.63884  - - -  - - -  66.1861 73.6921 71.4892 66.6716 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064792.581122000  1012.96 0 20.806  -  nan  0.689831 -0.396955 -1.11607  0.744087 -0.34408 -1.13025  -0.262578 0.051016 9.85591  -1.4442 -1.07057 8.63884  - - -  - - -  66.5326 73.3742 71.6513 66.5443 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064792.582101000  1013.31 0 20.806  -  nan  0.690953 -0.387961 -1.1057  0.699879 -0.316384 -1.02319  -0.256988 -0.0070012 9.90674  -0.0790356 -1.85375 11.5248  - - -  - - -  66.7561 73.1386 71.7983 66.4668 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064792.583093000  1013.35 0 20.806  -  nan  0.691949 -0.37997 -1.09649  0.699879 -0.316384 -1.02319  -0.251567 -0.0632512 9.95603  -0.0790356 -1.85375 11.5248  - - -  - - -  66.9803 72.9462 71.7613 66.5399 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064792.586357000  1008.96 0 20.806  -  nan  0.693172 -0.369148 -1.06329  0.697748 -0.328634 -0.939031  -0.183602 -0.159313 10.0677  0.881367 -1.66454 11.817  - - -  - - -  66.9803 72.9462 71.7613 66.5399 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064792.587100000  1008.96 0 20.806  -  nan  0.693683 -0.364625 -1.04942  0.697748 -0.328634 -0.939031  -0.151164 -0.205161 10.121  0.881367 -1.66454 11.817  - - -  - - -  66.973 72.7364 71.5523 67.0609 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064792.588143000  1008.96 0 20.806  -  nan  0.694196 -0.355791 -1.04346  0.698281 -0.285491 -0.996022  -0.111836 -0.153318 10.0443  1.14003 1.49689 7.60419  - - -  - - -  67.0544 72.8145 71.2666 67.2143 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064792.592532000  1015.56 0 20.806  -  nan  0.685513 -0.33502 -1.05143  0.653007 -0.257261 -1.08124  -0.148374 -0.0451262 10.1289  -0.720901 1.65017 11.4554  - - -  - - -  66.8488 73.2072 70.5774 67.7154 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064792.594256000  1015.56 0 20.806  -  -  - - -  - - -  - - -  - - -  - - -  - - -  66.8488 73.2072 70.5774 67.7154 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064792.595082000  1015.37 0 20.806  -  nan  0.681884 -0.32634 -1.05475  0.653007 -0.257261 -1.08124  -0.165813 0.0065108 10.1693  -0.720901 1.65017 11.4554  - - -  - - -  66.8498 73.7338 69.9601 67.9626 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064792.596102000  1015.34 0 20.806  -  nan  0.675687 -0.311374 -1.05081  0.626375 -0.19228 -1.01946  -0.182209 -0.0529229 10.1461  -0.704136 -1.94476 9.40764  - - -  - - -  66.8498 73.7338 69.9601 67.9626 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064792.597968000  1014.71 0 20.806  -  nan  0.665292 -0.286268 -1.0442  0.626375 -0.19228 -1.01946  -0.21352 -0.166415 10.1018  -0.704136 -1.94476 9.40764  - - -  - - -  67.4829 73.4978 69.5365 67.7857 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064792.598089000  1014.71 0 20.806  -  -  - - -  - - -  - - -  - - -  - - -  - - -  - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064792.600597000  1014.71 0 20.806  -  -  - - -  - - -  - - -  - - -  - - -  - - -  67.8286 73.6808 69.2219 67.6043 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064792.600673000  1008.2 0 20.806  -  nan  0.659996 -0.27423 -1.03228  0.617853 -0.178432 -0.937433  -0.173532 -0.217809 10.1674  1.09931 -1.85375 12.2529  - - -  - - -  - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064792.601078000  1008.2 0 20.806  -  nan  0.661 -0.268411 -1.01753  0.668986 -0.222108 -0.900148  -0.0920139 -0.200305 10.182  2.5028 0.356858 10.6483  - - -  - - -  - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064792.602081000  1008.2 0 20.816  -  nan  0.661891 -0.263242 -1.00443  0.668986 -0.222108 -0.900148  -0.0129785 -0.183335 10.1962  2.5028 0.356858 10.6483  - - -  - - -  68.2674 74.0137 68.7322 67.372 - - - - 66.8807 48.1916 14.014 74.173 21.5054 62.889 69.2137 21.1144 53.541 67.6407 21.5054 55.573 - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064792.603240000  1008.2 0 20.816  -  -  - - -  - - -  - - -  - - -  - - -  - - -  68.2674 74.0137 68.7322 67.372 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064792.604083000  1016.55 0 20.816  -  nan  0.660602 -0.251396 -0.999566  0.650344 -0.157127 -0.960869  0.00273629 -0.113554 10.1239  0.502954 2.10762 7.82213  - - -  - - -  68.3972 74.594 67.7717 67.5929 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064792.605086000  1013.07 0 20.816  -  nan  0.660052 -0.242477 -1.00179  0.65567 -0.171508 -1.01946  -0.0443268 -0.0590306 10.1979  -1.54239 1.67651 12.5523  - - -  - - -  67.956 74.5232 67.3531 68.337 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064792.606091000  1012.6 0 20.816  -  nan  0.659563 -0.234555 -1.00376  0.65567 -0.171508 -1.01946  -0.0899565 -0.00616764 10.2696  -1.54239 1.67651 12.5523  - - -  - - -  67.9719 74.5386 67.3732 68.2992 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064792.607095000  1013.06 0 20.816  -  nan  0.663528 -0.234949 -1.01045  0.695085 -0.238087 -1.06367  -0.146306 0.0198445 10.2943  -1.93997 0.847837 11.0818  - - -  - - -  68.2407 74.5493 67.1305 68.2915 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064792.608085000  1012.45 0 20.816  -  nan  0.669251 -0.235656 -1.01312  0.714792 -0.241282 -1.03437  -0.196562 -0.0333569 10.1936  -1.79626 -1.72681 6.98627  - - -  - - -  68.4935 74.5541 66.9692 68.2003 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064792.609092000  1012.72 0 20.816  -  nan  0.674335 -0.236284 -1.01549  0.714792 -0.241282 -1.03437  -0.245287 -0.0849378 10.0959  -1.79626 -1.72681 6.98627  - - -  - - -  68.7414 74.5596 66.8196 68.0898 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064792.612031000  1010.85 0 20.816  -  nan  0.684436 -0.225436 -1.00678  0.722249 -0.184823 -0.974184  -0.230573 -0.234152 10.0526  0 -2.57225 9.37411  - - -  - - -  68.8858 74.424 66.9174 67.997 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064792.612250000  1010.85 0 20.816  -  -  - - -  - - -  - - -  - - -  - - -  - - -  - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064792.613078000  1011.81 0 20.816  -  nan  0.688657 -0.220902 -1.00314  0.722249 -0.184823 -0.974184  -0.22355 -0.305369 10.0319  0 -2.57225 9.37411  - - -  - - -  69.0002 74.1498 67.1673 68.0211 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064792.614610000  1011.75 0 20.816  -  nan  0.694607 -0.223415 -0.996522  0.741957 -0.243413 -0.943824  -0.135547 -0.307448 10.0841  2.66566 -0.373623 11.7452  - - -  - - -  69.1045 74.0429 66.8769 68.3599 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064792.615148000  1011.51 0 20.816  -  nan  0.699893 -0.225647 -0.990639  0.741957 -0.243413 -0.943824  -0.0502252 -0.309463 10.1347  2.66566 -0.373623 11.7452  - - -  - - -  68.6221 74.0447 66.3956 69.1514 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064792.616118000  1011.35 0 20.816  -  nan  0.704589 -0.228285 -0.987672  0.741957 -0.249272 -0.964064  0.0184186 -0.246565 10.0304  2.20342 1.75555 6.71084  - - -  - - -  68.6296 74.0504 66.4116 69.1359 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064792.620276000  1017.9 0 20.816  -  nan  0.715758 -0.222881 -0.992181  0.741957 -0.193878 -1.01893  0.0690982 0.0104641 9.8694  -0.179626 3.08239 8.93103  - - -  - - -  68.7806 73.5022 66.7281 69.2869 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064792.621096000  1017.65 0 20.816  -  nan  0.718683 -0.219643 -0.995166  0.741957 -0.193878 -1.01893  0.0615223 0.104032 9.84082  -0.179626 3.08239 8.93103  - - -  - - -  68.7806 73.5022 66.7281 69.2869 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064792.622087000  1017.54 0 20.816  -  nan  0.721281 -0.216767 -0.997819  0.741957 -0.193878 -1.01893  0.0541771 0.19475 9.81311  -0.179626 3.08239 8.93103  - - -  - - -  68.7806 73.5022 66.7281 69.2869 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064792.623071000  1017.46 0 20.816  -  nan  0.723589 -0.214211 -1.00017  0.741957 -0.193878 -1.01893  0.0470557 0.282705 9.78624  -0.179626 3.08239 8.93103  - - -  - - -  68.7941 73.4893 66.8574 69.3054 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064792.624090000  1016.82 0 20.816  -  nan  0.727661 -0.211525 -1.00001  0.760066 -0.19015 -0.998685  0.00221721 0.199539 9.68702  -1.42504 -2.44771 6.52882  - - -  - - -  68.7941 73.4893 66.8574 69.3054 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064792.625276000  1016.82 0 20.816  -  -  - - -  - - -  - - -  - - -  - - -  - - -  68.7941 73.4893 66.8574 69.3054 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064792.626099000  1020.37 0 20.816  -  nan  0.731279 -0.209139 -0.999861  0.760066 -0.19015 -0.998685  -0.0412556 0.118906 9.59083  -1.42504 -2.44771 6.52882  - - -  - - -  68.896 72.6275 66.7713 70.1892 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064792.628430000  1019.08 0 20.816  -  nan  0.746106 -0.19503 -0.98962  0.801611 -0.142213 -0.951281  0.00963885 -0.0442612 9.71791  0.807122 -2.60099 11.7093  - - -  - - -  69.08 72.3346 66.9188 70.2456 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064792.629133000  1019.08 0 20.816  -  -  - - -  - - -  - - -  - - -  - - -  - - -  69.1474 72.3953 66.9865 70.1666 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064792.630107000  1016.12 0 20.816  -  nan  0.751767 -0.190442 -0.980999  0.796818 -0.153931 -0.912399  0.101554 -0.073625 9.79666  3.0273 -1.0083 12.3032  - - -  - - -  69.3061 72.1765 66.7676 70.5011 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064792.631147000  1021.04 0 20.816  -  nan  0.757212 -0.186426 -0.974649  0.800546 -0.154463 -0.924117  0.143033 0.00557974 9.7007  1.46336 2.52675 6.64618  - - -  - - -  69.3342 72.1969 66.7967 70.475 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064792.632577000  1018.53 0 20.816  -  nan  0.76205 -0.182858 -0.969008  0.800546 -0.154463 -0.924117  0.183249 0.082372 9.60766  1.46336 2.52675 6.64618  - - -  - - -  69.4797 72.0215 66.4949 70.8395 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064792.633112000  1018.53 0 20.816  -  -  - - -  - - -  - - -  - - -  - - -  - - -  69.5048 72.0295 66.2337 71.0986 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064792.634098000  1015.39 0 20.816  -  nan  0.768548 -0.175407 -0.967445  0.820254 -0.116114 -0.95501  0.189485 0.173093 9.56743  0.387993 3.06083 8.28677  - - -  - - -  69.5205 72.0345 66.2455 71.09 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064792.635100000  1015.59 0 20.816  -  nan  0.771109 -0.17289 -0.969506  0.791491 -0.152865 -0.985902  0.101426 0.212101 9.65521  -2.70158 1.45378 12.4493  - - -  - - -  68.4817 73.3242 64.7147 72.0634 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064792.636082000  1015.55 0 20.816  -  nan  0.773384 -0.170655 -0.971336  0.791491 -0.152865 -0.985902  0.0160493 0.249922 9.74031  -2.70158 1.45378 12.4493  - - -  - - -  68.5183 73.3389 64.7336 72.0457 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064792.637083000  1015.42 0 20.816  -  nan  0.774752 -0.175566 -0.975638  0.785633 -0.214651 -1.00987  -0.0613288 0.203062 9.67036  -2.52435 -1.28852 7.44372  - - -  - - -  69.5191 71.5664 65.7049 72.0917 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064792.638119000  1015.25 0 20.816  -  nan  0.780783 -0.177551 -0.978151  0.828776 -0.193345 -0.998153  -0.073759 0.113495 9.61939  -0.469424 -2.73751 7.99697  - - -  - - -  69.6424 71.466 65.7457 72.078 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
